"Phone Code","Description"
"48-965","Kolobrzeg"
"48-63","Konin"
"48-41","Konskie (Kielce)"
"48-65","Koscian"
"48-94","Koscielisko"
"48-94","Koszalin"
"48-54","Kowal"
"48-75","Kowary"
"48-48","Kozienice"
"48-12","Krakow (Cracow)"
"48-10","Krasiczyn"
"48-837","Krasnik"
"48-131","Krosno"
"48-64","Krotoszyn"
"48-536","Kruszwica"
"48-18","Krynica"
"48-12","Krzeszowice"
"48-667","Ksiaz (Poznan)"
"48-218","Kutno"
"48-555","Kwidzyn"
"48-32","Labedy"
"48-94","Lacko (Koszalin)"
"48-184","Lacko (Nowy Sacz)"
"48-187","Lapsze Nizne"
"48-85","Lapy"
"48-518","Lasin"
"48-647","Laski (Kalisz)"
"48-936","Laski (Szczecin)"
"48-59","Leba"
"48-59","Lebork"
"48-76","Legionowo"
"48-137","Lesko"
"48-65","Leszno"
"48-195","Lezajsk"
"48-65","Lipno (Leszno)"
"48-54","Lipno (Wroclaw)"
"48-923","Lobez"
"48-42","Lodz"
"48-86","Lomza"
"48-40","Lowicz"
"48-836","Lubartow"
"48-69","Lubichowo"
"48-76","Lubin (Legnica)"
"48-81","Lublin"
"48-34","Lubliniec"
"48-255","Lukow"
"48-22","Magdalenka"
"48-52","Maksymilianowo"
"48-55","Malbork"
"48-498","Malogoszcz"
"48-187","Maniowy"
"48-10","Medyka"
"48-95","Miedzyrzecz"
"48-936","Miedzyzdroje"
"48-196","Mielec"
"48-32","Mielno"
"48-85","Mikolow"
"48-165","Murzasichle"
"48-18","Muszyna"
"48-115","Myslenice"
"48-95","Mysliborz"
"48-53","Myslowice"
"48-81","Naleczow"
"48-238","Nasielsk"
"48-187","Niedzica"
"48-16","Nisko"
"48-15","Nowa Deba"
"48-74","Nowa Ruda"
"48-41","Nowiny (Kielce)"
"48-932","Nowogard Szczecinski"
"48-58","Nowy Dwor (Gdansk)"
"48-18","Nowy Dwor Mazowiecki"
"48-61","Nowy Targ"
"48-666","Nowy Tomysl"
"48-668","Oborniki Wielkopolskie (Poznan"
"48-71","Olawa"
"48-71","Olesnica Slaska (Wroclaw)"
"48-35","Olkusz"
"48-89","Olsztyn"
"48-44","Opoczno"
"48-77","Opole"
"48-29","Orzesze"
"48-64","Ostrow Wielkopolski"
"48-94","Ostrowiec (Koszalin)"
"48-591","Ostrowiec (Slupsk)"
"48-41","Ostrowiec Swietokrzyski (Kielc"
"48-381","Oswiecim"
"48-42","Otwock"
"48-42","Pabianice"
"48-34","Pajeczno"
"48-50","Paslek"
"48-69","Piaseczno (Gdansk)"
"48-91","Piaseczno (Szczecin)"
"48-22","Piaseczno (Warszawa)"
"48-74","Piekary Slaskie"
"48-67","Pila"
"48-146","Pilzno (Tarnow)"
"48-48","Pionki (Radom)"
"48-44","Piotrkow Trybunalski"
"48-184","Piwniczna"
"48-62","Plesna"
"48-14","Pleszew"
"48-24","Plock"
"48-23","Plonsk"
"48-931","Ploty"
"48-22","Podkowa Lesna"
"48-91","Police"
"48-76","Polkowice"
"48-165","Poronin"
"48-61","Poznan"
"48-22","Pruszkow"
"48-196","Pruszkow"
"48-91","Przeclaw (Szczecin)"
"48-10","Przemysl"
"48-58","Pszczyna"
"48-831","Pulawy"
"48-238","Pultusk"
"48-146","Pustkow Osiedle"
"48-187","Rabka"
"48-335","Raciborz"
"48-48","Radom"
"48-457","Radomsko"
"48-22","Raszyn"
"48-65","Raszyn"
"48-58","Reda"
"48-923","Resko"
"48-17","Ropczyce"
"48-32","Ruda Slaska"
"48-58","Rumia"
"48-36","Rybnik"
"48-131","Ryki"
"48-54","Rymanow Zdrow"
"48-196","Rzemien"
"48-17","Rzeszow"
"48-197","Rzezawa"
"48-14","Rzuchowa (Tarnow)"
"48-15","Sandomierz"
"48-137","Sanok"
"48-82","Sawin"
"48-52","Sepolno Krajenskie"
"48-25","Siedlce"
"48-43","Siemianowice Slaskie"
"48-69","Skarszewy"
"48-41","Skarzysko Kamienna"
"48-12","Skawina"
"48-40","Skierniewice"
"48-33","Skoczow"
"48-69","Skorcz"
"48-59","Slupsk"
"48-85","Sokolka"
"48-58","Sopot"
"48-32","Sosnowiec"
"48-667","Sosnowiec"
"48-71","Sroda Slaska"
"48-667","Sroda Wielkopolska (Poznan)"
"48-16","Stalowa Wola"
"48-41","Starachowice"
"48-92","Stargard Szczecinski"
"48-69","Starogard Gdanski"
"48-18","Stary Sacz"
"48-15","Staszow"
"48-77","Strzelce (Opole)"
"48-218","Strzelce (Plock)"
"48-74","Strzelce (Walbrzych)"
"48-725","Strzelin"
"48-87","Suwalki"
"48-61","Swarzedz"
"48-74","Swidnica (Walbrzych)"
"48-68","Swidnica (Zielona Gora)"
"48-81","Swidnik (Lublin)"
"48-74","Swiebodzice"
"48-532","Swiecie (Bydgoszcz)"
"48-51","Swiecie (Torun)"
"48-32","Swietochlowice"
"48-936","Swinoujscie"
"48-647","Sycow (Kalisz)"
"48-668","Szamotuly"
"48-91","Szczecin"
"48-91","Szczecin (Stettin)"
"48-966","Szczecinek"
"48-30","Szczyrk"
"48-75","Szklarska Poreba"
"48-557","Sztum (Elblag)"
"48-50","Sztutowo"
"48-15","Tarnobrzeg"
"48-14","Tarnow"
"48-69","Tarnowskie Gory"
"48-22","Tluszcz"
"48-50","Tolkmicko"
"48-44","Tomaszow Mazowiecki"
"48-55","Torun"
"48-56","Torun"
"48-931","Trzebiatow (Szczecin)"
"48-30","Trzebinia (Bielsko)"
"48-35","Trzebinia (Katowice)"
"48-531","Tuchola (Bydgoszcz)"
"48-14","Tuchow"
"48-63","Turek"
"48-42","Tuszyn"
"48-59","Tychy"
"48-33","Ustronie"
"48-568","Wabrzezno"
"48-74","Walbrzych"
"48-22","Warsaw"
"48-22","Warszawa (Warsaw)"
"48-76","Warta Boleslawiecka"
"48-12","Wieliczka"
"48-536","Wierzchoslawice (Bydgoszcz)"
"48-14","Wierzchoslawice (Tarnow)"
"48-54","Wisla"
"48-54","Wloclawek"
"48-36","Wodzislaw (Katowice)"
"48-14","Wola Rzedzinska"
"48-35","Wolbrom"
"48-61","Wolomin"
"48-71","Wroclaw"
"48-66","Wrzesnia"
"48-65","Wschowa"
"48-86","Wysokie Mazowieckie"
"48-216","Wyszkow"
"48-72","Zabkowice"
"48-14","Zabno"
"48-32","Zabrze"
"48-76","Zabrze"
"48-115","Zakliczyn k. Myslenic (Krakow)"
"48-192","Zakliczyn n. Dunajcem (Tarnow)"
"48-165","Zakopane"
"48-86","Zambrow"
"48-84","Zamosc"
"48-77","Zawada (Opole)"
"48-146","Zawada (Tarnow)"
"48-84","Zawada (Zamosc)"
"48-68","Zawada (Zielona Gora)"
"48-77","Zawadzkie"
"48-376","Zawiercie"
"48-18","Zegiestow Zdroj"
"48-42","Zgierz"
"48-72","Ziebice"
"48-68","Zielona Gora"
"48-76","Zlotoryja"
"48-36","Zory (Katowice)"
"48-23","Zuromina"
"48-146","Zyrakow"
"48-30","Zywiec"
