"Phone Code","Description"
"264-65","Omuthya"
"264-65","Onandjokwe"
"264-65","Onathinge"
"264-65","Ondangwa"
"264-62","Ondjona"
"264-65","Ondobe"
"264-65","Ondundu"
"264-65","Onesi"
"264-65","Ongangdjera"
"264-67","Ongava"
"264-65","Ongenga"
"264-65","Ongha"
"264-65","Ongwediva"
"264-65","Onuno"
"264-65","Opuwo"
"264-63","Oranjemund"
"264-65","Orumana"
"264-65","Oshakati"
"264-65","Oshifo"
"264-65","Oshigambo"
"264-65","Oshikango"
"264-6751","Oshikango Rurtel"
"264-65","Oshikuku"
"264-65","Oshitayi"
"264-67","Oshivello"
"264-67","Otavi"
"264-65","Otjerunda"
"264-62","Otjihase"
"264-67","Otjikondo"
"264-64","Otjimbingwe"
"264-62","Otjinene"
"264-62","Otjiwa"
"264-67","Otjiwarongo"
"264-65","Otjondeka"
"264-62","Otjozondu"
"264-65","Otwani"
"264-67","Outjo"
"264-62","Ovitoto"
"264-65","Panosa"
"264-62","Plessisplaas"
"264-658","Prosit"
"264-62","Rehoboth"
"264-62","Rehoboth Station"
"264-67","Rietfontein"
"264-62","Rietoog"
"264-63","Rosh Pinah"
"264-64","Rossing Centrex"
"264-64","Rössing Mine"
"264-65","Ruacana"
"264-66","Rundu"
"264-66","Rupara"
"264-66","Ruuga"
"264-62","Sandveld"
"264-63","Schilp"
"264-63","Seeheim"
"264-62","Seeis"
"264-65","Sesfontein"
"264-66","Sikono"
"264-65","Sodalite"
"264-63","Solitaire"
"264-67","Sorris-Sorris"
"264-62","Spatzenfeld"
"264-63","Stampriet"
"264-62","Steinhausen"
"264-63","Stinkdoring"
"264-62","Summerdown"
"264-64","Swakopmund"
"264-67","Toshari"
"264-65","Tsandi"
"264-64","Tsaobis"
"264-63","Tses"
"264-67","Tsumeb"
"264-63","Tsumispark"
"264-67","Tsumkwe"
"264-67","Uchab"
"264-63","Uhabis"
"264-67","Uib"
"264-64","Uis"
"264-64","Usakos"
"264-64","Vineta"
"264-64","Walvis Bay"
"264-63","Warmbad"
"264-65","Warmquelle"
"264-67","Waterberg Plateau Park"
"264-62","Wilhemsthal"
"264-61","Windhoek"
"264-62","Witvlei"
